"x"
"1",172
"2",218
"3",227
"4",60
"5",72
"6",64
"7",68
"8",28
"9",310
"10",2
"11",26
"12",229
"13",119
"14",207
"15",239
"16",238
"17",241
"18",272
"19",275
"20",259
"21",261
"22",265
"23",269
"24",243
"25",246
"26",232
"27",235
"28",25
"29",215
"30",254
"31",86
"32",203
"33",139
"34",39
"35",306
"36",125
"37",188
"38",45
"39",147
"40",94
"41",175
"42",8
"43",50
"44",305
"45",67
"46",151
"47",190
"48",99
"49",53
"50",69
"51",56
"52",144
"53",5
"54",44
"55",54
"56",302
"57",98
"58",173
"59",178
"60",129
"61",206
"62",157
"63",180
"64",12
"65",14
"66",55
"67",248
"68",193
"69",196
"70",199
"71",141
"72",195
"73",123
"74",295
"75",231
"76",233
"77",155
"78",225
"79",294
"80",262
"81",293
"82",135
"83",281
"84",124
"85",152
"86",221
"87",224
"88",126
"89",292
"90",104
"91",114
"92",130
"93",128
"94",132
"95",266
"96",257
"97",260
"98",208
"99",214
"100",234
"101",223
"102",146
"103",270
"104",296
"105",308
"106",9
"107",88
"108",33
"109",51
"110",83
"111",108
"112",148
"113",166
"114",21
"115",286
"116",102
"117",230
"118",258
"119",171
"120",189
"121",212
"122",11
"123",18
"124",24
"125",149
"126",110
"127",58
"128",73
"129",65
"130",145
"131",150
"132",131
"133",169
"134",251
"135",289
"136",240
"137",307
"138",81
"139",84
"140",156
"141",71
"142",1
"143",35
"144",103
"145",7
"146",93
"147",90
"148",105
"149",290
"150",96
"151",162
"152",89
"153",311
"154",91
"155",278
"156",267
"157",22
"158",100
"159",117
"160",280
"161",17
"162",115
"163",167
"164",36
"165",287
"166",159
"167",228
"168",57
"169",288
"170",19
"171",80
"172",182
"173",87
"174",312
"175",181
"176",213
"177",153
"178",174
"179",247
"180",216
"181",300
"182",127
"183",179
"184",30
"185",74
"186",170
"187",140
"188",226
"189",97
"190",43
"191",109
"192",113
"193",191
"194",217
"195",63
"196",271
"197",204
"198",49
"199",309
"200",136
"201",137
"202",301
"203",3
"204",138
"205",160
"206",52
"207",279
"208",299
"209",61
"210",282
"211",298
"212",95
"213",250
"214",40
"215",183
"216",205
"217",283
"218",41
"219",285
"220",23
"221",76
"222",70
"223",274
"224",78
"225",200
"226",276
"227",37
"228",66
"229",112
"230",116
"231",59
"232",165
"233",249
"234",297
"235",10
"236",32
"237",62
"238",42
"239",158
"240",313
"241",75
"242",77
"243",186
"244",202
"245",219
"246",48
"247",209
"248",168
"249",222
"250",27
"251",4
"252",314
"253",187
"254",133
"255",304
"256",161
"257",177
"258",198
"259",236
"260",194
"261",237
"262",20
"263",85
"264",220
"265",253
"266",255
"267",107
"268",111
"269",118
"270",291
"271",101
"272",121
"273",46
"274",143
"275",82
"276",192
"277",176
"278",197
"279",263
"280",210
"281",273
"282",303
"283",16
"284",120
"285",122
"286",142
"287",184
"288",264
"289",268
"290",15
"291",106
"292",154
"293",256
"294",47
"295",284
"296",92
"297",245
"298",164
"299",13
"300",211
"301",252
"302",6
"303",79
"304",201
"305",38
"306",244
"307",134
"308",163
"309",242
"310",31
"311",185
"312",277
"313",29
"314",34
